24 Hours,২ 4 ঘন্টা,module,Magento_AdvancedCheckout
critical,সংকটপূর্ণ,module,Magento_AdvancedCheckout
major,মুখ্য,module,Magento_AdvancedCheckout
minor,গৌণ,module,Magento_AdvancedCheckout
notice,বিজ্ঞপ্তি,module,Magento_AdvancedCheckout
Wrong message type,ভুল বার্তা টাইপ,module,Magento_AdvancedCheckout
Wrong notification ID specified.,ভুল প্রজ্ঞাপন আইডি নির্দিষ্ট করা হয়েছে।,module,Magento_AdvancedCheckout
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","{{Base_url}} একটি পরীক্ষামূলক পরিবেশে ব্যবহার করার জন্য বেজ অনিরাপদ URL- / বেজ নিরাপদ URL ঘোষণা করার সুপারিশ করা হয়। আমরা অত্যন্ত আপনার Magento মধ্যে এই মান পরিবর্তন সুপারিশ <a href=""%1""> কনফিগারেশন </a>।",module,Magento_AdvancedCheckout
One or more of the Cache Types are invalidated: %1.,এক বা একাধিক ক্যাশে প্রকারভেদ এর invalidated করা হয়:% 1।,module,Magento_AdvancedCheckout
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","দয়া করে ক্যাশে ম্যানেজমেন্ট </a> href=""%1""> <a এবং ক্যাশ ধরনের রিফ্রেশ যান।",module,Magento_AdvancedCheckout
We were unable to synchronize one or more media files. Please refer to the log file for details.,আমরা এক বা একাধিক মিডিয়া ফাইল সুসংগত করতে পারিনি। বিস্তারিত জানার জন্য লগ ফাইল পড়ুন দয়া করে।,module,Magento_AdvancedCheckout
Synchronization of media storages has been completed.,মিডিয়া স্টোরেজ সিঙ্ক্রোনাইজেশন সম্পন্ন হয়েছে।,module,Magento_AdvancedCheckout
Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.,আপনার ওয়েব সার্ভারে ভুল সেট আপ করুন এবং সংবেদনশীল ফাইল অননুমোদিত অ্যাক্সেস দেয় হয়। আপনার হোস্টিং প্রদানকারীর সাথে যোগাযোগ করুন।,module,Magento_AdvancedCheckout
System Messages:,সিস্টেম বার্তা:,module,Magento_AdvancedCheckout
Critical System Messages,ক্রিটিক্যাল সিস্টেম বার্তা,module,Magento_AdvancedCheckout
Major System Messages,মেজর সিস্টেম বার্তা,module,Magento_AdvancedCheckout
System messages,সিস্টেম বার্তা,module,Magento_AdvancedCheckout
Close,ঘনিষ্ঠ,module,Magento_AdvancedCheckout
See All (,সবগুলো দেখ (,module,Magento_AdvancedCheckout
unread),অপঠিত),module,Magento_AdvancedCheckout
Manage Shopping Cart,শপিং কার্ট পরিচালনা,module,Magento_AdvancedCheckout
Create Order,অর্ডার তৈরি,module,Magento_AdvancedCheckout
Back,পিছনে,module,Magento_AdvancedCheckout
Add Products,পণ্য যোগ করুন,module,Magento_AdvancedCheckout
Update Items and Quantities,আইটেম এবং পরিমাণে আপডেট,module,Magento_AdvancedCheckout
Are you sure you want to clear your cart?,আপনি আপনার কার্ট সাফ করার বিষয়ে আপনি কি নিশ্চিত?,module,Magento_AdvancedCheckout
Clear my shopping cart,আমার শপিং কার্ট সাফ,module,Magento_AdvancedCheckout
Add selections to my cart,আমার ট্রলি পছন্দসই মান নির্বাচন করে যোগ,module,Magento_AdvancedCheckout
Cancel,বাতিল,module,Magento_AdvancedCheckout
Shopping Cart for %1 in %2,কেনাকাটা% 2% 1 জন্য কার্ট,module,Magento_AdvancedCheckout
Select products you want to buy,পণ্য নির্বাচন করুন আপনি কিনতে চান,module,Magento_AdvancedCheckout
Product,প্রোডাক্ট,module,Magento_AdvancedCheckout
Price,মূল্য,module,Magento_AdvancedCheckout
Quantity,পরিমাণ,module,Magento_AdvancedCheckout
Products in the Comparison List (%1),তুলনা তালিকা পণ্য (% 1),module,Magento_AdvancedCheckout
Last ordered items (%1),সর্বশেষ আদেশ আইটেম (% 1),module,Magento_AdvancedCheckout
Products,পণ্য,module,Magento_AdvancedCheckout
ID,আইডি,module,Magento_AdvancedCheckout
SKU,করা SKU,module,Magento_AdvancedCheckout
Recently Compared Products (%1),সম্প্রতি তুলনায় পণ্য (% 1),module,Magento_AdvancedCheckout
Recently Viewed Products (%1),সম্প্রতি দেখেছেন এমন পণ্য (% 1),module,Magento_AdvancedCheckout
Add to Shopping Cart by SKU,করা SKU দ্বারা শপিং কার্ট যোগ করুন,module,Magento_AdvancedCheckout
Add to Shopping Cart,শপিং কার্ট যোগ করুন,module,Magento_AdvancedCheckout
Wish List (%1),ইচ্ছা তালিকা (% 1),module,Magento_AdvancedCheckout
Apply,প্রয়োগ করা,module,Magento_AdvancedCheckout
Configure,কনফিগার করুন,module,Magento_AdvancedCheckout
Add to Order by SKU,করা SKU করে অর্ডার যোগ করুন,module,Magento_AdvancedCheckout
Add to Order,ক্রমে যুক্ত,module,Magento_AdvancedCheckout
Add Products to Order,পণ্য ক্রমে যুক্ত,module,Magento_AdvancedCheckout
"<span><span id=""sku-attention-num"">%1</span> product(s) require attention.</span>","<বিঘত> <বিঘত আইডি = ""SKU-মনোযোগ-NUM"">% 1 </ span> এ পণ্য (গুলি) মনোযোগের প্রয়োজন। </ Span> এ",module,Magento_AdvancedCheckout
Remove All,সব মুছে ফেলুন,module,Magento_AdvancedCheckout
Only %1%2%3 left in stock,শুধু% 1% 2% 3 স্টক মধ্যে বাম,module,Magento_AdvancedCheckout
You can buy up to %1 of these per purchase.,আপনি ক্রয় প্রতি এগুলোর% 1 পর্যন্ত কিনতে পারেন।,module,Magento_AdvancedCheckout
You must buy at least %1 of these per purchase.,আপনি ক্রয় প্রতি কমপক্ষে% এগুলোর 1 কিনতে হবে।,module,Magento_AdvancedCheckout
Specify the product's options.,পণ্যের অপশন উল্লেখ করুন।,module,Magento_AdvancedCheckout
Alert me when this item is available.,আমাকে সতর্ক করো যখন এই আইটেমটি পাওয়া যায়।,module,Magento_AdvancedCheckout
We can't find this customer.,আমরা এই গ্রাহকের খুঁজে পাচ্ছি না।,module,Magento_AdvancedCheckout
Shopping cart management is disabled for this customer.,শপিং কার্ট ব্যবস্থাপনা এই গ্রাহকের জন্য নিষ্ক্রিয় করা হয়েছে।,module,Magento_AdvancedCheckout
We can't find this store.,আমরা এই দোকান খুঁজে পাচ্ছি না।,module,Magento_AdvancedCheckout
Customers,গ্রাহকরা,module,Magento_AdvancedCheckout
Shopping Cart,বাজারের ব্যাগ,module,Magento_AdvancedCheckout
"Sorry, something went wrong. You can find out more in the error log.","দুঃখিত, কিছু ভুল হয়েছে। আপনি ত্রুটি লগ আরও বিস্তারিত জানতে পারেন।",module,Magento_AdvancedCheckout
You do not have access to this.,আপনি এই অ্যাক্সেস নেই।,module,Magento_AdvancedCheckout
Ordered item id is not received.,আইটেমের আইডি পেয়েছি করা হয় না।,module,Magento_AdvancedCheckout
Ordered item is not loaded.,আইটেমের লোড হয় না।,module,Magento_AdvancedCheckout
Quote item id is not received.,উক্তি আইটেম ID পেয়েছি করা হয় না।,module,Magento_AdvancedCheckout
Quote item is not loaded.,উক্তি আইটেমটি লোড হয় না।,module,Magento_AdvancedCheckout
The wish list item id is not received.,অভিলাষও অবশিষ্ট তালিকা আইটেম ID পেয়েছি করা হয় না।,module,Magento_AdvancedCheckout
The wish list item is not loaded.,অভিলাষও অবশিষ্ট তালিকা আইটেম লোড হয় না।,module,Magento_AdvancedCheckout
An error has occurred. See error log for details.,একটি ত্রুটি উৎপন্ন হয়েছে. বিস্তারিত জানার জন্য ত্রুটি লগ দেখুন।,module,Magento_AdvancedCheckout
You cannot configure a product.,আপনি একটি পণ্য কনফিগার করতে পারবে না।,module,Magento_AdvancedCheckout
You removed the items.,আপনি আইটেম সরানো হয়েছে।,module,Magento_AdvancedCheckout
You removed the item.,আপনি আইটেম সরানো হয়েছে।,module,Magento_AdvancedCheckout
You added %1 to your shopping cart.,তুমি তোমার শপিং কার্ট% 1 এখনো যোগ করেনি।,module,Magento_AdvancedCheckout
You cannot add a product.,আপনি একটি পণ্য জুড়তে পারবেন না।,module,Magento_AdvancedCheckout
Order by SKU,করা SKU দ্বারা ব,module,Magento_AdvancedCheckout
SKU not found in catalog.,করা SKU ক্যাটালগ খুঁজে পাওয়া যায়নি।,module,Magento_AdvancedCheckout
Availability: Out of stock.,প্রাপ্যতা: মজুদ নেই.,module,Magento_AdvancedCheckout
We don't have as many of these as you want.,আমরা এই হিসাবে অনেক হিসাবে আপনি চান না।,module,Magento_AdvancedCheckout
You can't add this many to your cart.,তুমি তোমার কার্ট এই অনেক জুড়তে পারবেন না।,module,Magento_AdvancedCheckout
You need to choose options for your item.,আপনি আপনার আইটেমটির জন্য বিকল্পগুলি চয়ন করতে হবে।,module,Magento_AdvancedCheckout
We can't add the item to your cart.,আমরা আপনার কার্ট আইটেম জুড়তে পারবেন না।,module,Magento_AdvancedCheckout
"Please enter an actual number in the ""Qty"" field.","""করে চলছে"" ক্ষেত্রের একটি প্রকৃত সংখ্যা লিখুন দয়া করে।",module,Magento_AdvancedCheckout
This product is assigned to another website.,এই পণ্য অন্য ওয়েবসাইট নির্ধারিত হয়।,module,Magento_AdvancedCheckout
You can add only enabled products.,আপনি শুধুমাত্র সক্রিয় পণ্য যোগ করতে পারেন।,module,Magento_AdvancedCheckout
You cannot upload this file.,আপনি এই ফাইলটি আপলোড করতে পারিনি।,module,Magento_AdvancedCheckout
The file is empty.,ফাইলটি খালি।,module,Magento_AdvancedCheckout
"You have not entered a product SKU. Please <a href=""%1"">click here</a> to add product(s) by SKU.","আপনি একটি পণ্য করা SKU প্রবেশ করেন নি। href=""%1""> এখানে ক্লিক করুন করা SKU দ্বারা পণ্য (গুলি) যোগ করার জন্য </a> <a করুন।",module,Magento_AdvancedCheckout
You have not entered a product SKU.,আপনি একটি পণ্য করা SKU প্রবেশ করেন নি।,module,Magento_AdvancedCheckout
"We can't add a product to cart by id ""%1"".","আমরা ID ""% 1"" দ্বারা কার্ট একটি পণ্য জুড়তে পারবেন না।",module,Magento_AdvancedCheckout
Something went wrong while reordering this product.,যখন এই পণ্যের পুনঃক্রমবিন্যাস কিছু ভুল হয়েছে।,module,Magento_AdvancedCheckout
We can't find this wish list.,আমরা এই অভিলাষও অবশিষ্ট তালিকা খুঁজে পাচ্ছি না।,module,Magento_AdvancedCheckout
You added %1 product to your shopping cart.,তুমি তোমার শপিং কার্ট% 1 টি পণ্য যোগ করা হয়েছে।,module,Magento_AdvancedCheckout
You added %1 products to your shopping cart.,তুমি তোমার শপিং কার্ট 1 পণ্য% এখনো যোগ করেনি।,module,Magento_AdvancedCheckout
%1 product requires your attention.,% 1 পণ্য আপনার মনোযোগ প্রয়োজন।,module,Magento_AdvancedCheckout
%1 products require your attention.,% 1 পণ্য আপনার মনোযোগ প্রয়োজন।,module,Magento_AdvancedCheckout
"Yes, for Specified Customer Groups","হ্যাঁ, নির্দিষ্ট গ্রাহকের গ্রুপ",module,Magento_AdvancedCheckout
"Yes, for Everyone","হ্যাঁ, সকলের জন্য",module,Magento_AdvancedCheckout
No,না,module,Magento_AdvancedCheckout
The file is corrupt.,ফাইল দূষিত হয়.,module,Magento_AdvancedCheckout
Please upload the file in .csv format.,.csv বিন্যাসে ফাইল আপলোড করুন।,module,Magento_AdvancedCheckout
%1 item(s) need your attention.,% 1 আইটেম (গুলি) আপনার মনোযোগ প্রয়োজন।,module,Magento_AdvancedCheckout
Apply Coupon Code,আবেদন করুন কুপন কোড,module,Magento_AdvancedCheckout
Remove Coupon Code,কুপন কোড সরান,module,Magento_AdvancedCheckout
Remove,অপসারণ,module,Magento_AdvancedCheckout
"The coupon code ""%1"" is not valid.","কুপন কোড ""% 1"" বৈধ নয়।",module,Magento_AdvancedCheckout
Shopping Cart Items,শপিং কার্ট চলছে,module,Magento_AdvancedCheckout
Qty,Qty এ,module,Magento_AdvancedCheckout
Subtotal,উপমোট,module,Magento_AdvancedCheckout
Discount,ডিসকাউন্ট,module,Magento_AdvancedCheckout
